,NU_IDADE,NOTA_MEDIA,sexo,raca,natureza,pai,mae,renda
1245,17,605.7,1,branca,privada,4,4,O
1246,17,575.82,0,branca,publica,5,4,J
1247,17,408.94,0,branca,publica,1,4,D
1248,17,495.34,0,parda,publica,2,2,E
1249,17,472.22,0,branca,publica,4,2,G
1250,17,553.56,0,branca,publica,3,4,H
1251,17,463.16,1,preta,publica,2,2,D
1252,18,468.24,0,parda,publica,3,3,D
1253,17,542.1,1,branca,publica,3,2,C
1254,17,451.98,1,parda,publica,3,2,B
1255,17,706.08,0,branca,privada,5,5,L
1256,18,516,1,parda,publica,2,3,E
1257,17,558.36,1,branca,publica,3,4,B
1258,17,474.52,0,parda,publica,3,3,D
1259,18,575.04,0,branca,publica,3,2,G
1260,17,505.94,1,parda,publica,3,2,E
1261,17,668.66,0,branca,privada,5,5,L
1262,17,527.82,1,parda,publica,2,2,C
1263,18,490.58,1,branca,publica,2,2,C
1264,17,523.76,1,parda,publica,3,3,C
1265,17,542.68,1,branca,privada,4,4,E
1266,17,401.86,1,branca,publica,4,2,E
1267,17,627.7,0,amarela,privada,3,4,G
1268,17,551.16,1,branca,privada,5,5,O
1269,17,471.98,0,branca,publica,2,2,D
1270,18,584.64,1,branca,privada,2,2,O
1271,18,527.02,0,parda,publica,3,2,G
1272,18,613.68,1,branca,privada,5,5,M
1273,17,526.1,1,branca,publica,3,2,C
1274,17,627.54,0,branca,publica,3,2,G
1275,18,448.06,0,parda,publica,3,2,C
1276,17,577.46,0,parda,publica,4,4,D
1277,17,565.14,1,branca,publica,3,2,H
1278,17,522.64,1,branca,publica,3,2,E
1279,18,487.54,0,branca,publica,4,3,F
1280,17,493.14,0,branca,publica,3,2,E
1281,17,446.2,1,parda,publica,3,4,D
1282,17,513.44,0,parda,publica,3,4,E
1283,17,522.96,1,branca,publica,4,5,F
1284,18,548.42,0,branca,publica,3,2,C
1285,17,615.52,0,branca,privada,5,5,N
1286,17,499.98,0,branca,publica,4,2,H
1287,17,467.62,1,branca,publica,2,2,F
1288,17,620.34,0,branca,publica,4,4,N
1289,17,387.52,1,preta,publica,4,4,H
1290,19,496.68,0,branca,publica,4,4,H
1291,17,513.56,0,preta,publica,3,3,D
1292,17,455.34,1,parda,publica,4,2,G
1293,17,504.14,0,branca,publica,3,4,E
1294,17,712.74,0,branca,privada,4,4,J
1295,17,606.56,0,branca,privada,5,4,H
1296,18,438.56,1,branca,publica,2,2,G
1297,18,556.52,1,branca,publica,2,4,E
1298,17,398.12,1,branca,publica,3,3,F
1299,17,533.86,1,branca,publica,3,2,C
1300,18,575.22,1,parda,publica,4,4,G
1301,17,693.34,1,branca,privada,4,4,M
1302,18,648,0,branca,privada,4,2,J
1303,18,621.18,0,branca,publica,4,1,F
1304,18,699.7,0,branca,privada,3,2,H
1305,17,581.22,1,branca,publica,4,3,E
1306,17,532.82,0,branca,publica,4,4,I
1307,17,513.38,1,branca,publica,3,4,H
1308,17,460.3,1,branca,publica,3,3,G
1309,17,552.5,1,branca,privada,4,4,G
1310,17,493.84,1,branca,publica,2,2,B
1311,17,614.26,1,branca,privada,4,4,D
1312,17,517.98,0,branca,publica,4,4,I
1313,17,564.58,1,branca,publica,4,4,I
1314,17,641.16,0,branca,privada,4,4,E
1315,18,547.78,0,amarela,privada,4,4,H
1316,17,485.68,1,branca,publica,2,5,E
1317,17,468.36,0,branca,publica,5,2,K
1318,17,557.24,1,branca,publica,3,3,E
1319,17,532.68,0,parda,publica,2,2,C
1320,17,540.7,1,branca,publica,3,2,D
1321,17,496.96,1,branca,privada,3,3,D
1322,18,569.02,0,parda,publica,3,2,C
1323,18,566.86,0,preta,publica,3,2,C
1324,17,517.32,1,branca,publica,3,3,D
1325,17,542.06,1,branca,privada,3,4,H
1326,17,585.32,1,branca,privada,4,4,E
1327,17,566.36,1,branca,privada,4,4,M
1328,17,528.26,0,parda,publica,3,4,F
1329,18,468.22,0,branca,publica,3,2,F
1330,18,575.94,1,branca,privada,4,4,I
1331,17,445.8,0,branca,publica,3,2,D
1332,18,572.2,0,branca,publica,4,2,I
1333,18,456.86,1,parda,publica,3,2,D
1334,17,482.22,0,parda,publica,3,2,E
1335,18,682.94,0,branca,privada,5,5,L
1336,19,363.62,0,parda,publica,4,3,C
1337,17,459.58,0,branca,publica,2,2,C
1338,18,526.9,1,parda,publica,3,4,G
1339,17,514.08,1,branca,publica,4,5,E
1340,17,574.86,1,branca,privada,4,4,I
1341,17,505.9,1,parda,publica,4,2,G
1342,17,624.22,0,amarela,publica,2,4,E
1343,17,521.16,1,branca,publica,3,2,G
1344,17,384.5,1,branca,publica,1,2,E
1345,18,633,1,branca,privada,4,2,G
1346,18,576.24,0,parda,publica,3,2,F
1347,17,553.68,0,branca,publica,3,4,G
1348,18,717.88,1,branca,privada,5,4,L
1349,18,479.58,0,parda,publica,3,2,E
1350,17,695.6,1,branca,privada,4,4,N
1351,17,536.56,0,branca,publica,4,4,D
1352,18,614.88,0,branca,publica,3,2,D
1353,17,409.06,0,branca,publica,4,2,D
1354,17,507.12,1,branca,publica,4,4,E
1355,17,550.6,1,branca,publica,3,2,C
1356,17,534.3,1,branca,privada,4,4,H
1357,18,624.48,1,branca,publica,4,4,G
1358,17,539.88,0,parda,publica,3,4,H
1359,17,668.18,1,parda,privada,2,4,E
1360,17,476.14,1,parda,publica,1,2,D
1361,18,517.62,1,branca,publica,3,2,I
1362,17,420.64,0,branca,publica,3,1,G
1363,17,710.86,1,branca,privada,2,4,H
1364,18,588.02,1,branca,publica,4,4,O
1365,17,530.74,1,parda,publica,3,2,E
1366,17,518.84,1,parda,publica,3,2,E
1367,17,481.66,0,parda,publica,3,3,E
1368,17,621.12,1,branca,publica,4,3,I
1369,17,545.94,1,parda,publica,2,2,G
1370,17,557.52,1,branca,publica,4,4,E
1371,17,597.28,1,branca,publica,3,4,D
1372,18,337.5,0,branca,publica,4,2,G
1373,18,456.62,1,branca,publica,3,4,C
1374,18,493.58,0,branca,publica,3,2,F
1375,17,613.1,1,branca,privada,5,5,N
1376,18,525.2,0,preta,publica,4,4,M
1377,18,514.88,1,parda,publica,4,2,G
1378,17,565.28,0,branca,privada,5,5,N
1379,17,480.46,1,branca,publica,3,3,E
1380,17,665.1,1,branca,privada,5,5,Q
1381,17,556.46,0,preta,publica,2,2,C
1382,17,656.1,1,branca,privada,5,4,M
1383,17,562.18,1,branca,publica,4,2,G
1384,17,516.8,1,preta,publica,4,2,I
1385,17,629.96,1,branca,privada,2,4,G
1386,17,565.48,0,branca,privada,4,4,F
1387,18,498.38,1,branca,publica,3,2,E
1388,18,476.22,1,branca,publica,1,1,E
1389,18,716.5,0,branca,privada,4,2,G
1390,17,460,1,branca,publica,3,2,G
1391,17,549.6,0,preta,publica,4,3,D
1392,18,477.18,1,preta,publica,3,4,D
1393,18,357.18,0,branca,publica,3,3,B
1394,16,459.66,1,branca,publica,2,2,B
1395,17,622.16,1,branca,publica,3,4,C
1396,17,421.96,1,branca,publica,2,2,B
1397,17,500.06,0,preta,publica,3,3,D
1398,17,545.3,1,branca,publica,4,2,F
1399,17,486.82,0,branca,publica,3,3,D
1400,17,514.46,1,parda,publica,2,2,G
1401,17,522.6,1,branca,publica,3,4,G
1402,17,473.62,1,branca,publica,2,2,F
1403,17,528.24,1,branca,publica,4,2,G
1404,18,610.1,1,branca,privada,4,5,G
1405,17,578.9,1,parda,publica,5,2,I
1406,17,467.7,1,branca,publica,3,4,G
1407,17,426.32,0,branca,publica,2,2,E
1408,18,602.6,1,branca,privada,4,4,M
1409,18,458.04,1,parda,publica,3,3,H
1410,17,444.76,1,branca,publica,3,2,D
1411,18,590.12,1,branca,privada,4,5,O
1412,18,542.64,1,branca,publica,3,4,H
1413,17,456.68,0,branca,publica,3,2,G
1414,17,599.82,1,branca,privada,5,5,Q
1415,19,547.54,0,branca,privada,4,4,I
1416,39,425.94,1,parda,publica,1,1,E
1417,18,611.5,1,preta,publica,3,2,D
1418,17,556.88,0,branca,privada,4,4,H
1419,18,556.64,1,preta,publica,3,2,D
1420,17,393.56,1,branca,publica,3,3,G
1421,18,586.16,0,amarela,publica,3,3,F
1422,17,572.98,1,branca,publica,4,4,F
1423,17,623.42,0,branca,privada,5,5,Q
1424,17,490.22,1,branca,publica,2,2,G
1425,18,591.14,1,branca,publica,3,4,E
1426,17,684.56,1,branca,privada,5,2,K
1427,18,520.42,1,branca,publica,4,3,F
1428,18,519.64,1,parda,publica,3,3,F
1429,17,528.1,0,parda,publica,4,4,H
1430,18,502.5,1,branca,publica,3,2,E
1431,19,486.04,0,branca,publica,4,2,G
1432,17,493.94,0,branca,publica,2,2,C
1433,18,501.1,0,preta,publica,3,2,D
1434,17,697.56,0,branca,privada,4,4,Q
1435,17,610.22,1,branca,publica,3,4,C
1436,17,628.94,1,branca,publica,4,4,I
1437,17,694.3,1,branca,privada,5,4,K
1438,17,510.2,1,branca,publica,3,2,E
1439,17,597.66,1,branca,publica,3,4,D
1440,17,535.52,1,preta,publica,4,4,J
1441,18,538.38,1,branca,privada,5,4,P
1442,18,572.5,1,branca,privada,4,4,N
1443,17,695.14,1,branca,privada,4,4,K
1444,19,576.44,1,branca,privada,3,4,B
1445,18,474.06,1,parda,publica,3,2,F
1446,18,596.92,0,branca,privada,2,4,G
1447,18,493.48,1,branca,privada,5,5,O
1448,18,478.68,1,parda,publica,1,2,G
1449,17,603.52,1,parda,privada,4,4,G
1450,17,579.58,0,branca,publica,3,2,H
1451,17,483.2,1,parda,publica,3,3,C
1452,18,570.48,0,amarela,publica,3,2,N
1453,17,688.66,1,branca,privada,5,4,N
1454,18,566.4,1,parda,privada,3,2,G
1455,17,626.2,1,branca,publica,2,3,D
1456,17,487.46,1,branca,publica,4,2,D
1457,17,632.74,1,branca,privada,4,5,O
1458,17,538.8,1,amarela,publica,4,2,C
1459,17,642.04,0,branca,privada,5,5,O
1460,17,525.88,0,branca,publica,2,2,F
1461,17,622.8,0,branca,privada,5,5,Q
1462,17,483.12,0,branca,publica,2,3,C
1463,18,606.68,0,branca,privada,4,4,N
1464,17,531.42,1,amarela,publica,4,4,F
1465,17,484.82,1,branca,privada,5,2,P
1466,17,551.54,0,branca,publica,3,3,H
1467,17,531.8,1,preta,publica,4,3,D
1468,17,606.82,1,branca,privada,5,4,O
1469,17,502.3,1,branca,publica,3,2,C
1470,17,697.16,1,branca,privada,5,5,Q
1471,18,502.2,1,branca,privada,2,4,G
1472,17,557.82,0,branca,publica,2,5,O
1473,18,645.82,0,branca,privada,4,5,N
1474,17,440.86,1,parda,publica,4,2,F
1475,17,488.5,1,branca,publica,2,2,G
1476,17,683.16,1,branca,privada,5,2,I
1477,17,586.06,0,branca,privada,5,5,Q
1478,17,450.74,1,parda,publica,3,3,C
1479,18,710.58,0,branca,privada,5,4,Q
1480,18,644.44,0,branca,privada,5,4,G
1481,17,491.76,0,branca,publica,4,2,F
1482,18,448.2,0,parda,publica,3,2,E
1483,20,525.88,0,branca,publica,2,2,D
1484,17,495.16,0,parda,publica,3,2,E
1485,18,534.7,0,branca,publica,4,4,G
1486,17,489.56,1,branca,publica,3,2,D
1487,18,557.82,1,parda,privada,4,4,Q
1488,18,449.58,1,parda,publica,2,2,D
1489,18,447.26,1,preta,publica,3,2,D
1490,17,556.36,0,parda,publica,3,2,D
1491,17,530.66,0,preta,publica,3,3,G
1492,18,457.02,1,branca,publica,3,2,C
1493,18,523.16,1,branca,publica,3,2,D
1494,17,463.28,1,branca,privada,5,5,F
1495,17,471.94,1,branca,publica,2,2,G
1496,18,516.2,1,parda,publica,3,4,K
1497,18,566.2,1,branca,publica,3,4,H
1498,17,500,1,parda,publica,2,3,D
1499,17,475.5,1,preta,publica,2,2,C
1500,17,506.34,1,branca,publica,3,2,D
1501,18,625.78,0,branca,privada,4,4,I
1502,17,734.04,1,branca,privada,4,4,L
1503,18,414.28,1,branca,publica,2,2,F
1504,17,439.34,1,branca,publica,4,4,E
1505,17,665.64,0,branca,privada,4,4,C
1506,18,630.7,1,branca,publica,2,3,M
1507,18,618.5,1,preta,publica,2,2,D
1508,17,532.18,1,parda,publica,4,2,F
1509,17,615.76,1,branca,publica,3,2,G
1510,17,564.58,1,branca,privada,2,2,I
1511,17,488.18,1,preta,publica,2,2,B
1512,17,482.78,1,branca,publica,2,2,C
1513,18,549.12,1,branca,publica,2,2,F
1514,18,644.22,0,branca,privada,3,5,I
1515,17,638.38,0,branca,privada,4,4,H
1516,17,509.14,1,parda,publica,3,2,C
1517,17,594.62,1,branca,privada,4,4,J
1518,17,677.14,0,branca,publica,5,5,H
1519,17,403.26,0,branca,publica,2,2,C
1520,18,476.18,1,parda,publica,2,2,F
1521,17,543.04,1,parda,publica,3,2,E
1522,17,600.94,1,branca,privada,5,2,G
1523,17,554.5,1,branca,publica,3,2,E
1524,18,411.84,1,parda,publica,1,3,C
1525,17,522.42,0,amarela,publica,2,2,C
1526,18,590.92,0,branca,publica,4,4,H
1527,17,577.2,0,branca,publica,4,4,G
1528,17,532.4,1,branca,publica,3,2,B
1529,18,522.42,0,branca,publica,3,2,J
1530,18,538.62,0,branca,privada,3,2,J
1531,18,464.38,0,branca,publica,3,4,F
1532,17,644.58,0,branca,privada,3,2,E
1533,17,687.74,1,branca,privada,5,4,P
1534,17,602.64,1,branca,publica,4,2,G
1535,17,541.42,1,parda,publica,4,2,I
1536,17,721.78,1,branca,privada,4,4,L
1537,17,579.74,1,branca,publica,3,3,E
1538,17,542.42,1,branca,publica,3,3,C
1539,16,593.94,1,branca,privada,4,4,G
1540,18,505.96,1,branca,publica,3,3,G
1541,17,468.7,1,parda,publica,2,4,D
1542,17,663.12,1,branca,privada,3,2,F
1543,17,544.24,0,amarela,privada,4,4,P
1544,17,593,1,branca,privada,4,4,C
1545,18,441.22,0,branca,publica,4,2,I
1546,17,465.78,1,branca,publica,2,2,G
1547,17,414,1,parda,publica,4,2,D
1548,17,565.9,0,branca,privada,5,4,Q
1549,17,466.28,0,branca,publica,4,4,C
1550,18,628.2,1,branca,privada,5,2,J
1551,17,481.1,0,parda,publica,3,2,G
1552,17,360.44,0,branca,publica,3,3,E
1553,17,471.86,1,branca,publica,2,4,C
1554,17,561.08,1,branca,publica,2,3,F
1555,18,493.64,1,parda,publica,3,2,D
1556,17,550.96,0,branca,publica,4,4,D
1557,18,708,1,parda,privada,4,4,D
1558,17,572.1,0,branca,privada,3,4,J
1559,18,608.28,0,branca,privada,5,1,I
1560,18,545.62,1,branca,privada,5,5,L
1561,17,529.32,1,branca,publica,3,4,G
1562,18,409.6,0,branca,publica,3,2,C
1563,17,617.9,1,branca,publica,2,2,L
1564,18,461.28,1,parda,publica,4,2,E
1565,17,541.14,1,branca,publica,3,2,C
1566,18,444.12,1,branca,publica,3,4,D
1567,17,531.26,1,parda,publica,5,3,C
1568,17,542.28,1,branca,publica,2,2,D
1569,17,446.52,0,branca,publica,4,4,F
1570,17,461.22,1,branca,publica,3,3,E
1571,18,448.92,0,parda,publica,2,2,C
1572,18,579.96,1,branca,publica,1,1,C
1573,17,702.36,0,branca,privada,4,4,J
1574,17,630.34,0,branca,publica,3,2,G
1575,17,507.8,1,branca,publica,3,4,G
1576,18,479.78,0,parda,publica,3,3,D
1577,17,418.78,1,branca,publica,4,4,H
1578,17,568.34,1,preta,publica,3,4,E
1579,18,633.88,1,branca,privada,5,4,L
1580,17,669.74,0,branca,privada,4,4,J
1581,17,547.26,1,branca,publica,3,2,E
1582,17,600,1,branca,publica,4,3,E
1583,17,524.12,0,branca,publica,3,4,E
1584,17,464.58,1,parda,publica,2,2,A
1585,17,535.02,1,branca,publica,3,2,B
1586,17,477.52,1,branca,publica,3,2,D
1587,18,567.22,1,branca,privada,2,3,I
1588,17,497.56,1,branca,publica,2,2,B
1589,17,505.98,1,branca,publica,2,2,D
1590,17,428,1,branca,publica,2,4,H
1591,18,599.52,1,parda,publica,4,3,H
1592,17,652.28,0,amarela,privada,4,4,M
1593,17,599.82,1,amarela,privada,4,4,H
1594,18,566.8,1,branca,publica,4,3,J
1595,17,504.7,1,parda,publica,2,2,B
1596,17,576.78,1,branca,publica,4,4,P
1597,17,590.6,1,branca,publica,2,2,C
1598,17,378.2,0,indigena,publica,2,2,F
1599,17,462.86,0,branca,publica,3,4,G
1600,18,511.26,1,parda,privada,4,2,D
1601,18,641.86,1,preta,privada,3,2,D
1602,17,630.36,0,parda,privada,4,4,G
1603,17,518.06,1,parda,publica,3,3,G
1604,17,494,1,branca,publica,3,2,C
1605,18,606.1,0,branca,publica,2,2,G
1606,17,572.06,0,parda,publica,3,2,G
1607,17,672.48,0,amarela,privada,5,5,K
1608,21,392.52,0,parda,publica,3,2,C
1609,18,485.06,0,parda,publica,1,1,E
1610,18,496.58,1,branca,publica,2,2,D
1611,17,528.04,1,branca,publica,4,2,F
1612,17,583.3,1,branca,privada,4,2,I
1613,17,551.84,0,branca,publica,3,4,F
1614,18,529.2,1,branca,publica,3,2,E
1615,17,521.04,0,branca,publica,4,2,F
1616,18,622.92,0,branca,privada,5,4,P
1617,18,562.78,0,branca,publica,3,3,C
1618,18,592.52,0,parda,publica,2,2,H
1619,18,560.36,1,branca,privada,4,4,L
1620,18,476.16,1,parda,publica,3,2,I
1621,17,695.06,1,branca,privada,3,3,L
1622,18,496.12,1,branca,publica,2,2,C
1623,17,539.04,0,branca,publica,3,4,G
1624,17,505.02,1,parda,publica,3,3,F
1625,18,635.96,0,branca,privada,4,4,G
1626,17,580.8,0,parda,publica,3,2,F
1627,17,557.32,0,branca,publica,4,4,E
1628,18,575.22,0,branca,publica,3,2,G
1629,17,560.58,0,branca,privada,3,3,O
1630,18,500.16,1,branca,publica,2,2,C
1631,17,562.82,0,branca,publica,4,5,G
1632,17,597.24,1,branca,privada,5,4,P
1633,17,532.58,1,branca,privada,3,4,E
1634,17,637.16,0,branca,privada,4,5,O
1635,17,524.72,1,branca,privada,4,4,B
1636,17,478.36,1,parda,publica,3,2,E
1637,17,504.6,0,branca,publica,2,2,E
1638,18,445.94,0,branca,publica,3,3,K
1639,17,559.38,1,branca,privada,5,4,L
1640,17,597.06,1,branca,publica,3,2,H
1641,17,451.08,0,branca,publica,3,3,F
1642,17,436.62,0,branca,publica,3,4,J
1643,18,584.54,0,branca,publica,3,2,C
1644,24,377.32,1,parda,publica,2,2,C
1645,17,645.4,0,branca,publica,4,2,D
1646,18,647.56,0,branca,privada,5,5,J
1647,17,490.7,1,branca,publica,3,2,H
1648,21,470.86,1,branca,publica,3,2,H
1649,18,617.44,1,branca,publica,3,2,H
1650,17,581.3,0,branca,privada,5,4,J
1651,17,518.38,1,branca,publica,2,3,F
1652,17,472.32,0,parda,publica,3,4,C
1653,17,443.98,1,branca,publica,4,4,G
1654,17,511.84,0,parda,publica,3,2,D
1655,18,494.16,1,preta,publica,4,2,D
1656,17,579.06,0,branca,privada,3,2,H
1657,17,488.66,1,parda,publica,3,2,E
1658,17,491.64,1,preta,publica,2,2,C
1659,17,484.12,1,preta,publica,2,2,D
1660,18,428.66,0,preta,publica,1,2,C
1661,18,434.9,0,preta,publica,3,2,E
1662,17,524.66,0,branca,publica,3,2,G
1663,18,455.92,1,branca,publica,3,2,F
1664,17,596.38,1,branca,publica,4,4,F
1665,17,692.64,1,branca,privada,5,4,Q
1666,17,594.42,1,branca,privada,5,5,Q
1667,17,719.02,1,branca,privada,5,5,Q
1668,17,510.06,1,branca,publica,3,2,B
1669,18,529.48,1,branca,publica,4,4,I
1670,18,456.24,1,branca,publica,3,3,C
1671,18,485.12,1,branca,publica,3,3,B
1672,17,617.18,0,branca,privada,3,2,G
1673,17,561.26,0,branca,publica,4,4,K
1674,17,438.48,0,branca,publica,3,2,E
1675,17,481.62,1,parda,publica,3,2,E
1676,17,516,0,branca,publica,3,4,E
1677,17,565.72,1,parda,publica,3,4,D
1678,17,576.32,0,branca,privada,5,4,N
1679,17,594.46,0,branca,publica,4,2,B
1680,17,435.66,0,branca,publica,3,5,H
1681,17,479.7,1,branca,publica,3,2,D
1682,18,508.02,1,branca,publica,3,2,E
1683,18,495.88,1,branca,publica,3,2,E
1684,17,465.94,1,parda,publica,2,2,D
1685,17,510.58,1,parda,publica,3,2,E
1686,17,460.2,0,branca,publica,2,4,G
1687,17,477.32,0,parda,publica,4,4,M
1688,18,542.7,0,branca,publica,3,4,E
1689,17,405.46,0,parda,publica,3,2,B
1690,17,510.52,1,branca,publica,2,2,B
1691,17,520.68,1,preta,publica,4,4,E
1692,17,481.22,0,branca,publica,3,2,C
1693,17,580,0,amarela,privada,4,4,F
1694,18,558.54,1,branca,publica,2,2,C
1695,18,359.62,1,parda,publica,4,2,H
1696,18,501.5,1,branca,publica,2,2,C
1697,17,471.5,0,preta,publica,2,2,C
1698,17,635.1,1,branca,privada,5,4,E
1699,17,561.48,1,branca,publica,3,2,I
1700,17,482.8,1,branca,publica,2,4,G
1701,17,547.24,0,branca,publica,3,2,D
1702,17,535.2,1,branca,publica,3,3,J
1703,18,447.5,1,branca,publica,4,2,G
1704,17,566.46,1,branca,privada,5,4,E
1705,17,601.4,0,branca,publica,3,2,F
1706,17,429.68,1,branca,publica,2,2,C
1707,18,596.68,1,branca,privada,4,4,H
1708,18,392.4,1,branca,publica,3,3,E
1709,17,608.02,0,branca,privada,4,4,M
1710,17,665.82,0,branca,privada,4,3,I
1711,17,501.48,0,parda,publica,3,2,C
1712,17,666.08,0,branca,privada,5,5,N
1713,17,502.54,1,branca,publica,3,4,B
1714,16,501.4,0,branca,publica,4,4,I
1715,17,593.22,0,branca,publica,3,2,D
1716,17,457.38,1,parda,publica,3,2,B
1717,17,557.72,1,branca,publica,4,4,H
1718,17,544.26,1,branca,publica,3,4,D
1719,17,467.3,1,parda,publica,3,2,C
1720,18,618.62,1,branca,publica,3,4,E
1721,17,486.58,1,branca,publica,3,2,B
1722,17,516.74,1,indigena,publica,3,3,D
1723,17,515.5,1,branca,privada,3,3,G
1724,17,580.34,1,branca,publica,3,3,D
1725,17,473.26,0,preta,publica,2,2,C
1726,17,467.86,0,branca,publica,3,3,C
1727,18,622.16,1,branca,privada,5,5,O
1728,17,481.86,1,preta,publica,2,2,E
1729,17,519.76,1,preta,publica,3,4,D
1730,17,507.72,1,branca,publica,3,2,E
1731,17,512.92,0,preta,privada,1,2,G
1732,18,677.58,1,branca,privada,5,5,L
1733,18,618.96,0,parda,privada,4,4,H
1734,17,520.82,0,branca,publica,3,2,B
1735,18,498.16,0,branca,publica,3,3,E
1736,17,625.62,0,branca,publica,2,2,B
1737,17,626.46,0,amarela,privada,4,4,B
1738,17,665.8,1,branca,privada,3,2,G
1739,18,560.9,0,branca,exterior,5,5,P
1740,17,639.86,1,branca,privada,4,5,Q
1741,17,608.78,1,branca,publica,4,4,G
1742,19,522.54,0,branca,publica,4,3,D
1743,17,526.3,0,branca,publica,2,3,E
1744,18,573.64,1,branca,publica,4,3,K
1745,17,494.9,0,branca,privada,4,4,C
1746,18,673.48,0,amarela,privada,5,5,O
1747,17,451.92,0,branca,publica,3,2,H
1748,17,620.34,1,branca,publica,3,2,H
1749,17,496.76,0,branca,publica,3,3,F
1750,17,528.02,1,branca,privada,5,5,Q
1751,17,546.44,0,branca,publica,3,3,H
1752,17,524.14,0,branca,publica,4,4,F
1753,17,540.5,0,parda,publica,2,2,G
1754,18,483.58,1,branca,publica,3,2,E
1755,18,485.94,1,branca,publica,4,4,C
1756,17,612.38,1,branca,publica,4,2,G
1757,18,558.1,0,branca,publica,3,4,H
1758,18,584.26,0,parda,publica,4,4,D
1759,18,481.46,1,parda,publica,3,3,C
1760,18,473.42,1,branca,publica,3,4,H
1761,17,501.12,1,branca,publica,4,4,H
1762,17,433.9,0,parda,publica,3,3,B
1763,18,424.38,1,parda,publica,3,2,D
1764,17,541.32,1,parda,publica,3,2,C
1765,18,654.32,1,branca,privada,4,4,J
1766,17,477.7,1,branca,publica,3,2,D
1767,17,565.34,1,branca,privada,4,5,Q
1768,17,503.04,0,branca,publica,3,4,E
1769,17,453.64,1,preta,publica,2,2,C
1770,17,508.08,0,branca,publica,3,3,C
1771,17,636.36,1,branca,privada,5,2,H
1772,17,684.4,0,branca,privada,5,4,I
1773,18,532.46,1,branca,publica,2,4,G
1774,17,522.26,1,branca,publica,3,2,C
1775,18,488.26,0,preta,publica,3,5,H
1776,17,408.94,1,branca,publica,4,4,H
1777,17,574.52,0,parda,publica,3,2,C
1778,17,667.4,0,parda,privada,5,4,Q
1779,18,489.7,0,parda,publica,3,2,G
1780,18,580.32,0,branca,privada,5,4,Q
1781,18,726.52,1,branca,privada,4,2,C
1782,18,565.7,0,branca,publica,2,3,D
1783,17,541.2,0,parda,publica,4,4,F
1784,18,582.34,1,branca,privada,4,2,H
1785,18,528.54,1,branca,privada,4,4,I
1786,18,580.66,0,parda,publica,3,2,C
1787,18,669.04,0,branca,publica,4,4,J
1788,18,548.26,1,parda,publica,3,3,C
1789,17,493.66,1,branca,publica,4,2,G
1790,18,511.42,1,parda,publica,2,2,C
1791,17,618.4,0,branca,publica,3,4,H
1792,17,545.38,0,parda,publica,4,4,H
1793,17,497.86,0,parda,publica,2,2,E
1794,18,661.52,0,branca,privada,4,4,L
1795,17,508.56,1,branca,publica,3,2,B
1796,17,426.94,1,branca,publica,3,2,F
1797,17,536.52,1,branca,publica,5,5,I
1798,17,602.12,0,parda,privada,4,4,M
1799,18,575.5,1,branca,privada,4,4,G
1800,17,512.28,1,preta,publica,2,2,D
1801,17,560.14,0,preta,publica,3,2,H
1802,18,532.68,1,branca,publica,3,4,E
1803,18,483.46,1,parda,publica,2,2,B
1804,18,480.76,1,branca,publica,3,2,G
1805,17,565.18,1,parda,publica,2,2,D
1806,18,525.82,0,amarela,publica,3,2,E
1807,17,500.32,1,branca,publica,4,4,G
1808,17,493.3,0,parda,publica,3,4,F
1809,17,638.3,0,branca,publica,4,2,D
1810,17,567.52,1,amarela,privada,3,4,H
1811,17,654.48,1,branca,privada,4,2,P
1812,17,637.64,0,branca,publica,4,4,K
1813,18,566.06,0,branca,publica,2,1,C
1814,17,358.06,0,preta,publica,4,4,D
1815,17,561.64,0,branca,privada,5,5,K
1816,18,625.76,0,preta,publica,3,2,C
1817,18,420.62,1,branca,publica,2,1,C
1818,17,414.96,0,parda,publica,4,2,C
1819,17,509.64,1,branca,publica,4,3,G
1820,17,455.42,0,parda,publica,3,2,G
1821,18,514.2,1,branca,publica,3,2,F
1822,17,495.52,1,preta,publica,4,3,C
1823,18,446,0,branca,publica,3,2,C
1824,17,650.4,1,branca,privada,5,4,O
1825,17,472.32,1,branca,publica,2,3,E
1826,18,488.52,0,preta,publica,4,4,C
1827,17,401.48,0,parda,publica,3,4,H
1828,17,518.98,1,parda,publica,2,2,C
1829,17,351,1,parda,publica,4,4,E
1830,17,659.04,0,parda,publica,3,2,H
1831,17,563.96,1,preta,publica,2,2,C
1832,17,577.72,1,preta,publica,4,4,G
1833,17,576.82,0,branca,publica,4,3,H
1834,17,660.86,0,branca,privada,4,4,G
1835,17,636.6,1,parda,publica,4,4,H
1836,18,596.74,1,branca,publica,3,4,F
1837,17,625.76,0,parda,publica,1,1,C
1838,17,487.36,1,preta,publica,4,1,D
1839,17,487.82,1,branca,publica,3,2,H
1840,17,540.26,1,parda,publica,4,2,G
1841,18,496.78,1,parda,privada,4,4,J
1842,17,540.76,1,branca,publica,4,4,F
1843,17,398.62,0,branca,publica,2,2,E
1844,17,594.82,0,branca,publica,3,4,E
1845,18,520.58,1,branca,publica,2,2,E
1846,17,583.98,0,branca,publica,4,2,G
1847,17,592.44,0,branca,privada,4,4,K
1848,17,351.86,0,parda,publica,3,4,F
1849,18,503.56,0,parda,privada,3,2,G
1850,17,596.9,1,parda,publica,3,2,G
