,NU_IDADE,NOTA_MEDIA,sexo,raca,natureza,pai,mae,renda
3063,18,387.56,1,branca,publica,3,2,E
3064,18,564.18,0,branca,publica,3,2,I
3065,17,507.88,1,branca,publica,3,2,G
3066,17,552.5,0,branca,publica,2,2,B
3067,17,545.46,0,parda,publica,4,3,G
3068,17,522.68,0,parda,publica,3,2,H
3069,17,567.4,1,branca,publica,4,2,C
3070,18,501.8,0,parda,publica,3,2,D
3071,18,494.32,1,branca,publica,3,2,E
3072,18,411.22,0,branca,publica,3,2,C
3073,17,444.02,0,branca,publica,3,2,G
3074,18,434.46,0,branca,publica,3,2,G
3075,17,532.32,0,branca,publica,5,5,D
3076,17,539.18,0,branca,publica,3,2,C
3077,18,390.94,0,branca,privada,3,3,A
3078,18,542.16,0,branca,privada,5,5,N
3079,17,392.22,0,branca,publica,4,2,C
3080,17,508.8,1,branca,publica,2,2,C
3081,17,580.82,0,branca,publica,3,2,B
3082,17,549.2,0,branca,publica,3,2,F
3083,18,544.54,0,branca,publica,4,2,G
3084,17,515.18,1,branca,publica,3,2,F
3085,18,427.92,1,branca,publica,2,2,C
3086,17,490.1,1,parda,publica,3,2,E
3087,18,460.42,1,branca,publica,2,1,E
3088,17,509.58,1,parda,publica,1,1,C
3089,17,497.94,1,branca,publica,3,2,D
3090,17,378.92,0,branca,publica,2,2,I
3091,17,536.34,0,amarela,publica,3,2,E
3092,17,498.72,1,parda,publica,3,2,E
3093,17,453.28,1,branca,publica,3,2,C
3094,18,502.98,1,parda,publica,3,2,D
3095,18,497.86,0,parda,publica,2,2,B
3096,17,328.52,0,branca,publica,2,2,F
3097,17,445.46,0,parda,publica,3,3,D
3098,17,359.84,1,parda,publica,3,2,F
3099,18,489.62,0,branca,publica,2,2,A
3100,17,438.68,1,parda,publica,2,2,B
3101,17,421.44,1,branca,publica,3,4,E
3102,17,480.86,0,parda,publica,4,4,H
3103,17,566.16,1,parda,privada,3,4,D
3104,17,701.46,0,branca,privada,4,4,N
3105,18,531.2,0,parda,publica,3,3,G
3106,18,535.1,0,branca,publica,3,4,D
3107,17,524.48,1,branca,publica,3,3,E
3108,17,522.16,1,parda,publica,3,2,F
3109,17,627.68,1,branca,publica,5,4,K
3110,17,573.42,0,branca,publica,3,2,D
3111,17,553.9,1,branca,privada,4,4,C
3112,17,451.04,1,branca,publica,2,2,C
3113,17,515.74,1,parda,publica,3,2,B
3114,17,535.28,1,parda,publica,3,2,B
3115,17,559.04,0,parda,privada,5,4,N
3116,18,478.56,1,branca,publica,3,2,I
3117,17,502.28,0,branca,privada,4,4,B
3118,17,594.14,1,branca,privada,4,4,N
3119,17,465.72,0,branca,publica,2,2,B
3120,17,585.52,0,parda,privada,4,2,H
3121,39,512.3,1,amarela,publica,2,2,B
3122,17,667.42,1,branca,privada,2,4,P
3123,17,559.48,1,parda,publica,3,2,G
3124,17,464.42,1,branca,publica,3,2,G
3125,18,505.08,0,branca,publica,3,2,G
3126,17,513.9,0,parda,publica,1,2,B
3127,17,522.66,0,branca,publica,3,3,D
3128,17,523.42,1,branca,publica,3,2,G
3129,17,658.14,1,parda,privada,4,2,J
3130,17,548.48,0,parda,publica,2,5,D
3131,17,559.6,1,parda,publica,4,2,C
3132,18,538.84,1,branca,publica,3,2,F
3133,39,412.88,0,branca,publica,1,1,A
3134,17,466.4,0,preta,publica,3,2,G
3135,17,595.38,0,branca,privada,2,4,I
3136,18,458.2,0,parda,publica,3,3,F
3137,17,446.68,1,preta,publica,3,3,C
3138,17,437.84,1,preta,publica,3,2,E
3139,17,484,0,branca,publica,4,2,J
3140,17,329.86,1,parda,publica,3,3,C
3141,18,545.8,0,parda,publica,4,2,H
3142,17,674.58,0,branca,privada,5,5,G
3143,18,522.14,0,branca,publica,3,2,E
3144,18,709.84,0,branca,privada,4,5,Q
3145,18,527.64,1,parda,publica,3,4,H
3146,18,491.92,1,branca,privada,4,4,L
3147,22,561.12,1,parda,publica,3,2,C
3148,17,470.5,0,preta,publica,3,3,E
3149,17,439.24,0,branca,publica,3,2,G
3150,17,590.24,0,parda,publica,3,2,C
3151,18,452.62,1,branca,privada,2,2,E
3152,17,422.92,1,branca,publica,4,4,E
3153,19,417.72,1,preta,publica,3,2,G
3154,18,511.76,1,branca,publica,3,2,F
3155,18,462.62,1,branca,publica,2,4,F
3156,17,438.12,1,branca,publica,3,3,C
3157,17,475.18,1,branca,publica,3,2,D
3158,17,515.18,1,branca,publica,3,4,E
3159,17,511.04,1,branca,publica,3,3,D
3160,17,453.62,1,branca,publica,3,2,C
3161,17,650.3,0,branca,privada,4,4,J
3162,17,558.18,0,branca,publica,3,2,F
3163,18,698.62,0,amarela,publica,3,2,C
3164,17,502.9,1,branca,publica,3,2,C
3165,18,475.46,1,parda,publica,3,2,I
3166,18,454.38,1,indigena,publica,3,3,E
3167,17,438.14,1,branca,publica,3,2,B
3168,17,585.94,0,branca,publica,2,2,I
3169,18,460.04,1,parda,privada,4,4,I
3170,18,440.02,1,amarela,publica,2,3,B
3171,17,456.16,0,branca,publica,3,2,H
3172,17,566.74,0,preta,publica,3,3,C
3173,18,384.72,1,parda,publica,4,4,E
3174,18,539.38,1,branca,privada,3,2,I
3175,18,508.84,1,branca,publica,1,1,G
3176,18,502.54,1,branca,publica,3,2,C
3177,18,391.38,0,branca,privada,5,2,L
3178,18,487.08,0,branca,publica,3,4,H
3179,18,619.54,1,amarela,privada,5,2,Q
3180,17,388.4,1,branca,publica,3,3,D
3181,19,431.92,1,parda,publica,4,2,G
3182,18,547.2,0,parda,publica,4,4,G
3183,17,477.7,0,branca,publica,2,2,F
3184,17,504.32,0,branca,privada,4,4,E
3185,17,483.1,1,preta,publica,3,2,E
3186,17,537.46,0,branca,publica,3,3,J
3187,17,662.9,1,branca,privada,4,4,F
3188,18,504.72,0,branca,publica,2,2,E
3189,17,522.68,0,parda,publica,2,4,D
3190,18,448.14,0,branca,privada,4,5,O
3191,19,503.46,1,preta,publica,3,4,H
3192,17,467.76,1,branca,publica,3,4,F
3193,17,481.26,0,branca,publica,2,2,G
3194,19,550.94,0,branca,privada,4,4,H
3195,18,430.14,1,branca,publica,2,2,D
3196,17,433.7,1,branca,publica,3,2,G
3197,18,512.8,1,branca,privada,3,5,E
3198,17,506,0,parda,publica,3,2,G
3199,17,573.92,1,branca,publica,3,4,J
3200,18,383.1,1,branca,publica,3,4,G
3201,18,495.14,0,branca,publica,3,2,C
3202,17,534.2,0,branca,publica,4,2,E
3203,18,621.28,0,branca,publica,4,4,D
3204,17,499.7,1,branca,publica,3,2,D
3205,18,689.68,0,branca,privada,5,4,N
3206,18,569.66,0,branca,publica,3,3,H
3207,17,549.46,0,branca,privada,4,4,F
3208,17,497.34,1,branca,publica,4,4,D
3209,18,580.82,1,branca,publica,4,4,G
3210,18,579.46,0,branca,privada,3,4,I
3211,17,580.18,0,parda,publica,3,4,K
3212,17,492.9,1,branca,publica,4,2,C
3213,17,581.9,0,parda,privada,4,4,I
3214,19,450.52,0,amarela,publica,4,4,I
3215,17,570.9,1,branca,publica,1,2,B
3216,17,468.5,0,branca,publica,2,2,F
3217,17,652.46,0,branca,privada,4,2,N
3218,21,465.26,0,parda,publica,3,1,D
3219,18,522.3,1,preta,publica,3,2,C
3220,17,488.58,0,parda,publica,2,2,E
3221,17,523.78,1,branca,publica,2,2,D
3222,21,451.88,1,branca,publica,2,2,D
3223,17,634.88,0,branca,privada,4,4,N
3224,17,498.68,0,branca,publica,3,4,D
3225,18,630.18,1,branca,privada,5,4,K
3226,17,575.12,1,parda,publica,3,2,E
3227,17,474.48,1,branca,publica,3,4,H
3228,17,503.78,1,parda,publica,4,2,M
3229,18,590.76,1,parda,publica,3,4,C
3230,18,552.48,1,branca,privada,5,4,H
3231,17,554.24,0,preta,publica,4,4,H
3232,17,463.5,1,parda,publica,3,2,C
3233,17,643.38,1,branca,privada,5,4,O
3234,19,463.08,1,parda,publica,4,2,C
3235,17,547.54,0,parda,publica,3,2,C
3236,17,504.12,0,parda,publica,3,2,F
3237,17,498.44,0,branca,publica,2,2,B
3238,18,595.42,1,branca,privada,3,4,G
3239,17,467.32,1,branca,publica,3,2,C
3240,17,616.32,0,branca,publica,4,3,H
3241,18,465.3,0,branca,publica,3,4,G
3242,17,539.58,1,branca,publica,5,5,H
3243,17,460,1,branca,publica,3,1,D
3244,17,552.6,0,branca,publica,4,2,J
3245,17,548.2,1,branca,privada,4,1,I
3246,18,542.34,0,branca,publica,4,4,G
3247,17,518.06,1,branca,publica,4,4,G
3248,17,577.46,1,parda,privada,5,3,C
3249,17,576.66,0,branca,privada,2,2,D
3250,17,385.6,1,branca,publica,2,2,E
3251,18,491.86,1,branca,publica,3,3,G
3252,18,487.14,0,branca,publica,3,3,E
3253,19,424.94,1,parda,publica,3,2,B
3254,18,356.28,0,parda,publica,2,3,E
3255,19,516,0,branca,publica,4,4,F
3256,17,424.14,1,branca,publica,3,1,C
3257,18,716.06,1,branca,privada,5,5,P
3258,17,535.94,0,branca,publica,4,4,J
3259,17,550.88,0,parda,publica,3,3,D
3260,17,588.8,1,branca,privada,4,4,F
3261,17,601.24,0,branca,privada,4,4,J
3262,17,596.8,0,branca,publica,2,4,G
3263,18,426.42,1,branca,publica,3,1,C
3264,17,441.54,0,branca,publica,3,1,F
3265,18,358.56,1,branca,publica,2,2,B
3266,18,482.74,0,branca,publica,1,2,J
3267,17,508.14,0,parda,publica,2,2,C
3268,18,482.24,0,branca,privada,5,4,O
3269,18,508.98,0,branca,publica,2,2,B
3270,16,673.38,0,branca,privada,4,4,F
3271,17,638.38,1,branca,privada,4,4,H
3272,17,565.6,1,branca,publica,3,4,H
3273,17,529.88,0,parda,publica,3,3,G
3274,18,515.4,0,preta,publica,3,2,E
3275,17,495.74,1,parda,publica,4,2,G
3276,17,452.68,1,branca,publica,4,2,D
3277,17,460.52,1,branca,publica,4,4,D
3278,17,544.26,1,branca,publica,2,2,F
3279,17,584.88,0,branca,privada,4,4,N
3280,17,614.3,0,branca,publica,5,2,G
3281,17,580.7,1,amarela,privada,5,4,K
3282,17,532.02,1,amarela,publica,2,2,I
3283,17,465.36,1,branca,privada,4,4,F
3284,18,534.24,1,branca,privada,3,2,J
3285,17,443.06,1,branca,publica,3,4,B
3286,18,526.82,1,branca,publica,3,4,H
3287,17,684.74,0,branca,privada,5,5,I
3288,17,459.02,0,branca,publica,3,2,E
3289,17,503.2,0,branca,publica,3,5,J
3290,18,567.4,0,branca,publica,3,2,D
3291,17,560,0,branca,publica,3,3,G
3292,17,460,1,branca,publica,4,4,F
3293,17,456.58,1,branca,publica,4,4,O
3294,17,468.22,1,branca,publica,4,2,D
3295,18,543.22,0,branca,publica,3,2,G
3296,18,333.16,0,parda,publica,3,2,J
3297,17,447.82,1,branca,publica,2,2,B
3298,18,638.42,0,branca,privada,4,4,N
3299,17,589.36,1,branca,privada,2,4,H
3300,17,574.1,0,branca,publica,5,4,J
3301,17,456.64,0,branca,privada,3,4,C
3302,17,498.8,0,branca,publica,2,3,C
3303,17,411.24,0,branca,publica,3,2,C
3304,18,545.96,0,branca,privada,4,4,I
3305,18,497.4,1,branca,publica,3,2,B
3306,17,527.78,1,branca,publica,3,2,G
3307,18,512.36,1,branca,publica,3,5,K
3308,18,401.82,1,branca,publica,3,3,J
3309,17,509.22,1,branca,publica,3,3,F
3310,18,432.36,0,branca,publica,5,2,H
3311,17,518.94,0,branca,publica,3,1,G
3312,17,641.24,1,parda,privada,2,2,F
3313,18,561.16,0,branca,publica,4,2,E
3314,17,458.42,0,parda,publica,3,2,G
3315,18,520,0,branca,publica,2,2,G
3316,17,500.88,0,branca,publica,3,2,B
3317,17,542.72,0,branca,publica,4,2,E
3318,18,616.46,1,branca,privada,2,4,G
3319,17,509.12,0,branca,publica,3,2,F
3320,17,331.92,0,branca,publica,4,2,G
3321,18,515.8,0,branca,publica,2,2,E
3322,18,505.5,1,amarela,publica,3,2,B
3323,17,373.56,0,branca,publica,4,2,J
3324,17,448.78,1,branca,publica,3,2,F
3325,18,460.56,1,branca,publica,5,3,G
3326,17,525.64,1,branca,publica,3,2,F
3327,18,369.18,0,branca,privada,5,5,Q
3328,17,496.52,1,preta,publica,4,4,G
3329,18,464.14,0,parda,publica,3,4,C
3330,17,451.94,1,parda,publica,3,3,G
3331,18,595.74,0,parda,publica,3,3,E
3332,17,620.94,1,branca,privada,3,4,M
3333,17,604.5,0,parda,publica,3,3,C
3334,17,503.92,0,preta,publica,4,2,F
3335,17,460.68,1,branca,publica,3,2,C
3336,17,529.32,0,branca,privada,5,4,Q
3337,18,443.84,0,branca,publica,2,4,E
3338,18,440.64,1,branca,publica,3,3,C
3339,17,584.64,1,branca,publica,3,4,H
3340,17,521.56,1,branca,publica,4,2,G
3341,18,540.4,1,branca,publica,2,4,C
3342,18,462.04,1,branca,publica,3,2,F
3343,18,512.8,0,parda,publica,4,3,F
3344,17,556,0,branca,privada,4,4,N
3345,18,550.36,1,parda,publica,2,4,F
3346,17,507.7,1,branca,publica,3,2,E
3347,17,496.5,1,branca,publica,4,2,F
3348,19,515.84,1,branca,privada,5,5,P
3349,18,442.56,1,branca,publica,2,4,G
3350,17,454,1,branca,publica,3,2,E
3351,18,538.5,1,branca,publica,4,4,E
3352,24,478.4,1,branca,publica,2,2,D
3353,17,533.22,1,branca,publica,4,2,H
3354,18,496.32,1,branca,publica,3,3,H
3355,18,474.6,1,branca,publica,3,1,C
3356,18,442.78,1,parda,publica,3,2,C
3357,17,420.24,1,preta,publica,2,2,E
3358,17,437.1,1,parda,publica,2,2,F
3359,18,426.26,1,branca,publica,3,2,E
3360,17,415.68,0,branca,publica,3,3,B
3361,18,640.82,0,branca,publica,2,4,G
3362,17,464.52,1,branca,publica,3,3,E
3363,17,539.72,0,parda,publica,3,4,H
3364,18,423.32,1,parda,publica,2,2,C
3365,18,485.58,1,parda,publica,4,2,E
3366,17,528.02,1,branca,publica,4,2,D
3367,17,456.66,0,branca,publica,4,2,K
3368,17,524.88,0,branca,publica,3,2,D
3369,17,576.34,0,amarela,publica,3,5,G
3370,17,360.66,0,branca,publica,4,4,G
3371,17,525,0,branca,publica,3,3,F
3372,17,464.88,0,branca,publica,4,4,G
3373,18,349.04,1,indigena,privada,4,4,E
3374,18,525.8,1,preta,publica,3,3,F
3375,18,498.86,0,branca,publica,4,4,C
3376,17,480.9,1,parda,publica,3,2,B
3377,17,628.94,1,parda,publica,3,4,F
3378,18,557.96,0,branca,publica,4,2,E
3379,17,465.22,0,parda,publica,3,2,C
3380,18,462.16,1,preta,publica,1,2,B
3381,17,505.96,1,parda,publica,2,4,C
3382,18,517.64,1,branca,publica,5,2,C
3383,17,455.48,0,branca,publica,2,2,E
3384,17,443.62,0,branca,publica,4,2,I
3385,18,450.54,0,branca,publica,3,2,C
3386,18,426.78,0,branca,publica,4,2,I
3387,18,399.04,0,branca,publica,2,2,E
3388,18,441.96,0,branca,publica,4,4,O
3389,18,414.7,0,parda,publica,2,2,B
3390,17,507.24,1,branca,publica,3,2,C
3391,18,501.52,1,parda,publica,3,3,C
3392,17,467.36,1,branca,publica,2,2,C
3393,19,554.56,1,parda,publica,4,2,H
3394,17,483.78,1,branca,publica,3,3,E
3395,17,484.32,1,parda,publica,3,2,D
3396,17,494.46,1,parda,publica,4,3,G
3397,17,475.92,1,parda,publica,4,5,C
3398,18,492.58,1,branca,publica,3,2,C
3399,18,495.12,0,branca,publica,3,3,G
3400,18,524.54,1,parda,publica,2,2,F
3401,18,494.92,0,branca,publica,3,4,G
3402,17,471.22,1,branca,publica,3,3,E
3403,17,473.26,0,branca,publica,3,2,C
3404,18,503.9,1,parda,publica,3,3,E
3405,18,367.5,1,parda,publica,3,2,C
3406,17,530.72,0,parda,publica,2,2,F
3407,17,581.38,0,parda,publica,2,4,F
3408,17,634.68,0,branca,privada,5,4,Q
3409,17,546.84,1,branca,publica,4,2,K
3410,17,403.46,0,preta,publica,4,2,H
3411,17,427.72,1,branca,publica,3,2,G
3412,17,558.08,1,branca,publica,4,2,D
3413,17,525.06,1,branca,publica,3,3,B
3414,17,431.36,0,preta,publica,4,4,E
3415,17,448.7,1,branca,publica,3,2,B
3416,20,476.36,0,parda,publica,4,2,B
3417,18,505.8,0,indigena,publica,2,4,I
3418,17,465.54,0,parda,publica,3,3,C
3419,17,522.12,1,branca,publica,3,2,D
3420,17,442.26,1,branca,publica,3,2,C
3421,17,481.96,1,branca,publica,4,3,H
3422,17,519.82,1,branca,publica,3,2,H
3423,18,483.18,1,branca,publica,4,4,D
3424,17,453.94,0,branca,publica,3,4,E
3425,18,470,1,branca,publica,2,2,B
3426,18,514.84,1,parda,publica,3,2,F
3427,17,593.88,1,branca,publica,4,4,B
3428,17,606.48,0,branca,publica,4,5,O
3429,18,400.2,1,parda,publica,3,2,E
3430,17,541.3,0,branca,publica,2,2,C
3431,17,454.26,0,branca,publica,3,3,G
3432,17,526.54,1,branca,publica,3,3,C
3433,17,427.12,1,branca,publica,3,2,E
3434,17,386.54,1,branca,publica,2,2,B
3435,17,507.94,1,branca,privada,4,3,G
3436,17,630.8,1,branca,publica,2,4,G
3437,17,566.66,1,branca,publica,3,4,H
3438,17,567.36,0,branca,publica,4,5,M
3439,17,451.82,0,branca,publica,3,4,J
3440,17,522.66,0,branca,publica,2,2,F
3441,17,560.28,0,branca,publica,3,4,F
3442,18,456.1,0,branca,publica,2,4,G
3443,17,454.42,0,branca,publica,3,2,F
3444,18,463.32,0,branca,publica,3,2,C
3445,17,473.44,1,branca,privada,4,4,J
3446,17,454.46,0,branca,publica,3,3,C
3447,20,500.08,1,branca,privada,5,4,G
3448,42,357.66,0,branca,publica,2,2,F
3449,17,500.34,0,parda,publica,3,2,D
3450,17,523.92,1,parda,publica,3,2,F
3451,17,464.66,0,parda,publica,2,2,D
3452,17,382.4,1,branca,publica,3,2,D
3453,17,540.28,0,parda,publica,3,2,G
3454,17,509.98,1,parda,publica,3,2,G
3455,17,554.48,1,branca,privada,2,4,B
3456,17,557.96,1,branca,publica,2,2,F
3457,25,568.96,0,branca,publica,2,5,F
3458,17,528.34,0,parda,publica,4,4,D
3459,18,433.32,0,preta,publica,4,4,C
3460,17,631.44,0,branca,publica,5,5,G
3461,17,610,0,branca,publica,4,4,C
3462,17,499.82,1,parda,publica,3,2,E
3463,18,466.26,0,branca,publica,3,5,E
3464,17,346.9,0,parda,publica,3,2,D
3465,17,506.66,0,preta,publica,3,2,E
3466,17,567.8,0,branca,publica,2,2,E
3467,16,414.26,0,branca,publica,3,2,G
3468,19,384.4,1,branca,publica,3,3,H
3469,17,476.14,1,branca,publica,3,2,E
3470,17,510.58,0,branca,publica,3,2,J
3471,19,437.64,0,branca,publica,4,4,B
3472,18,536.92,1,branca,publica,3,3,D
3473,18,571.52,0,branca,publica,4,2,C
3474,18,444.22,0,branca,publica,2,2,E
3475,18,632.82,0,branca,publica,4,3,F
3476,18,466.82,1,parda,publica,2,1,A
3477,17,552.4,0,branca,privada,4,2,H
3478,18,473.28,1,branca,publica,5,5,J
3479,17,576.84,0,branca,publica,3,4,I
3480,17,613.36,0,branca,privada,3,2,B
3481,17,539.86,1,branca,publica,4,2,G
3482,17,563.06,1,branca,publica,4,2,E
3483,17,479.68,0,parda,publica,4,2,F
3484,17,626.56,0,parda,publica,4,3,N
3485,17,630.84,1,branca,privada,4,2,I
3486,18,503.02,0,branca,publica,3,2,F
3487,18,528.9,0,branca,privada,5,5,K
3488,17,627.76,0,branca,privada,5,5,Q
3489,17,546.82,1,branca,privada,5,4,N
3490,18,423.7,1,preta,publica,3,2,B
3491,17,548.36,0,branca,publica,3,3,E
3492,17,435.34,1,parda,publica,3,3,G
3493,17,567.98,1,preta,publica,3,3,D
3494,17,512.16,0,branca,publica,3,2,H
3495,18,522.12,0,branca,publica,4,3,E
3496,18,515.24,1,branca,publica,2,4,I
3497,17,504.76,1,branca,publica,2,2,D
3498,17,463.24,1,branca,publica,3,2,E
3499,18,502.54,0,parda,publica,3,2,C
3500,17,513.78,0,branca,publica,4,2,G
3501,18,462.02,1,parda,publica,3,2,D
3502,17,486.38,1,branca,publica,4,4,I
3503,18,556.58,1,branca,privada,5,4,K
3504,17,508.32,1,parda,publica,2,4,E
3505,18,537.46,0,parda,publica,1,2,C
3506,17,518.6,0,preta,privada,3,3,G
3507,18,416.3,1,branca,publica,4,2,I
3508,17,524.3,0,branca,privada,5,5,M
3509,21,524.26,1,branca,publica,2,2,D
3510,17,484.58,0,branca,publica,4,2,F
3511,17,423.82,1,branca,publica,3,4,D
3512,17,669.7,0,branca,privada,3,2,A
3513,24,443.78,1,branca,publica,2,2,C
3514,17,551.58,1,branca,publica,4,4,G
3515,17,406.48,0,branca,publica,3,2,E
3516,18,528.88,0,branca,publica,4,4,D
3517,17,458.48,1,branca,publica,3,3,E
3518,17,485.28,1,parda,publica,3,2,C
3519,18,439.36,1,branca,publica,1,1,C
3520,17,546.08,0,branca,privada,5,4,J
3521,18,577.3,1,preta,publica,2,3,C
3522,17,528.66,1,branca,publica,4,5,O
3523,17,463.62,1,branca,publica,3,2,C
3524,17,468.16,0,branca,publica,3,2,G
3525,17,486.02,1,parda,publica,5,2,F
3526,17,687.92,1,branca,privada,2,2,F
3527,18,490.02,0,branca,publica,2,2,F
3528,19,500.64,0,branca,publica,3,3,G
3529,17,537.3,0,branca,publica,3,2,C
3530,17,499.08,1,branca,publica,4,2,D
3531,17,433.34,1,branca,publica,4,2,H
3532,17,493.18,0,branca,publica,2,2,C
3533,17,495.52,0,preta,publica,3,2,D
3534,17,441.5,1,branca,publica,2,3,F
3535,17,526.08,0,preta,publica,2,2,B
3536,18,615.44,0,branca,publica,2,2,E
3537,19,368.04,0,branca,publica,2,2,C
3538,18,476.62,0,branca,publica,3,5,H
3539,18,479,0,parda,publica,2,2,B
3540,17,742.84,0,branca,privada,4,4,M
3541,17,597.96,0,branca,publica,4,2,H
3542,18,408.86,1,parda,publica,3,3,D
3543,18,541.94,1,parda,publica,4,2,E
3544,17,548.2,0,branca,publica,3,2,E
3545,17,466.98,1,branca,publica,2,3,F
3546,18,599.86,0,parda,publica,3,2,I
3547,17,440.32,1,branca,publica,3,4,G
3548,29,429.24,0,branca,publica,4,2,E
3549,17,579.82,0,parda,publica,2,3,B
3550,18,452.94,0,branca,publica,3,2,C
3551,18,590.78,0,branca,publica,4,2,I
3552,19,497.6,0,branca,publica,2,2,E
3553,18,426.06,0,branca,publica,3,2,I
3554,18,590.88,1,branca,publica,3,2,F
3555,17,457.32,1,branca,publica,3,2,F
3556,17,541.44,0,parda,privada,4,4,M
3557,17,528.38,1,branca,publica,3,2,G
3558,18,465.04,1,branca,publica,2,2,B
3559,18,531.66,1,preta,privada,3,2,J
3560,18,490.2,0,branca,publica,3,2,D
3561,17,586.08,1,parda,publica,3,2,D
3562,17,457.42,1,parda,publica,2,2,C
3563,18,514.14,0,branca,publica,4,2,I
3564,17,510.2,0,branca,publica,3,4,G
3565,19,506.72,1,preta,publica,2,1,C
3566,17,481.46,1,parda,publica,3,3,B
3567,18,395.72,1,branca,publica,3,3,F
3568,17,535.22,1,branca,publica,3,2,H
3569,17,485.74,0,parda,publica,3,3,L
3570,17,573.36,1,branca,publica,3,2,F
3571,17,579.32,0,branca,publica,4,2,D
3572,19,574.98,0,branca,privada,4,2,C
3573,18,544.14,0,parda,publica,2,2,G
3574,18,498.54,0,branca,publica,3,4,E
3575,18,620.46,0,branca,privada,4,4,H
3576,17,510.48,0,parda,publica,2,2,C
3577,17,492.9,0,parda,publica,2,3,F
3578,51,436.92,1,parda,publica,1,1,C
3579,18,520.06,0,branca,publica,3,2,B
3580,17,457.82,1,branca,publica,4,4,F
3581,17,430.52,1,preta,privada,3,3,C
3582,17,586.26,1,parda,privada,3,2,E
3583,17,634.6,0,branca,privada,4,4,H
3584,17,525.22,1,parda,publica,3,2,B
3585,17,442.84,0,branca,publica,2,2,E
3586,17,497.64,1,preta,publica,3,2,B
3587,17,500.88,0,branca,publica,3,3,H
3588,19,555.14,0,branca,privada,5,5,N
3589,17,455.42,1,branca,publica,3,2,C
3590,18,715.12,1,branca,privada,5,5,Q
3591,17,511.42,1,branca,privada,4,2,K
3592,17,517.46,1,branca,publica,3,3,C
3593,17,582.36,0,branca,publica,4,4,F
3594,17,505.52,1,branca,publica,2,3,C
3595,18,445.08,0,parda,publica,3,2,B
3596,17,509.12,0,branca,publica,3,3,E
3597,18,476.94,1,branca,publica,3,3,G
3598,17,502.9,1,amarela,publica,3,2,E
3599,18,423.62,0,branca,publica,4,4,F
3600,17,367.72,1,parda,publica,2,2,C
3601,16,492.56,1,branca,publica,4,4,D
3602,17,581.58,0,amarela,publica,3,2,H
3603,18,500.4,0,parda,publica,3,2,G
3604,17,578.74,0,branca,publica,4,2,I
3605,21,506.8,1,parda,publica,3,2,G
3606,18,560.68,0,branca,privada,5,5,O
3607,17,460.72,0,parda,publica,4,4,E
3608,19,511.08,0,parda,publica,4,4,J
3609,17,550.94,1,branca,privada,4,4,G
3610,17,546.9,0,branca,privada,3,5,J
3611,17,450.92,0,parda,publica,3,3,D
3612,18,661.92,0,branca,privada,4,2,C
3613,16,513.78,0,branca,privada,4,4,H
3614,17,523.42,0,branca,publica,2,2,C
3615,17,583.32,1,branca,publica,4,4,G
3616,17,648.46,1,branca,publica,3,3,D
3617,18,496.48,1,parda,publica,2,2,G
3618,18,553.62,0,branca,publica,3,2,D
3619,17,483.7,0,branca,publica,3,2,E
3620,18,448.86,0,branca,publica,3,3,E
3621,18,502.62,1,branca,publica,2,2,D
3622,18,574.06,0,branca,privada,5,4,J
3623,18,528.98,1,parda,publica,3,3,H
3624,18,485.62,0,branca,publica,2,2,C
3625,18,414.74,1,branca,publica,3,2,D
3626,19,467.9,1,parda,privada,4,4,K
3627,18,479.44,1,branca,publica,2,2,F
3628,18,579.26,1,branca,publica,3,2,B
3629,18,505.06,0,branca,publica,2,2,F
3630,18,517.64,1,branca,publica,3,2,C
3631,18,435.68,0,preta,publica,3,2,H
3632,17,462.42,1,branca,publica,3,2,G
3633,17,459.68,1,branca,publica,3,2,G
3634,17,481.18,1,preta,publica,3,3,B
3635,18,461.9,1,parda,publica,2,2,F
3636,17,498.34,1,preta,publica,3,2,C
3637,17,491.18,0,branca,publica,1,2,E
3638,18,550.72,0,parda,publica,3,2,D
3639,17,417.88,1,preta,publica,2,2,E
3640,17,475.88,0,branca,publica,2,2,F
3641,17,489.72,1,branca,publica,2,3,B
3642,17,552.62,0,parda,privada,2,4,F
3643,17,516.96,0,branca,publica,4,4,G
3644,17,579.92,0,parda,publica,3,4,H
3645,17,646.54,0,branca,exterior,5,5,Q
3646,17,428.94,0,branca,publica,3,5,E
3647,18,614.74,0,branca,privada,5,4,O
3648,17,509.58,0,branca,publica,4,4,J
3649,17,579.2,0,branca,publica,3,2,F
3650,17,590.54,0,parda,publica,5,2,K
3651,17,485.6,1,branca,publica,2,2,C
3652,17,621.82,0,branca,privada,3,4,F
3653,17,491.62,1,parda,publica,2,2,C
3654,17,579.24,1,branca,publica,2,4,H
3655,17,592.16,0,indigena,privada,4,4,E
3656,17,539.18,0,branca,privada,5,5,Q
3657,18,613.84,1,branca,privada,5,4,J
3658,17,562.22,0,branca,publica,2,4,G
3659,17,369.54,0,branca,publica,4,4,C
3660,39,417.38,1,parda,publica,3,2,D
3661,18,470.38,0,parda,publica,3,2,E
3662,17,508.78,1,branca,publica,3,3,C
3663,21,371.46,0,branca,publica,2,3,C
3664,17,506.36,0,branca,publica,2,2,F
3665,17,478.92,1,branca,publica,2,5,D
3666,17,496.26,1,branca,publica,2,2,C
3667,18,553.88,1,amarela,publica,3,2,D
3668,17,572.18,1,preta,publica,5,2,D
